File Name,Markup,Does it work?,Function,Notes/Observations,Video Recording
Bht_Head,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Head+,+Track+:++}""/>",,,,
Bht_Head_Nods,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Head_Nods+,+Track+:++}""/>",,,,
Bht_Help,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Help+,+Track+:++}""/>",,,,
Bht_Hug,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Hug+,+Track+:++}""/>",,,,
Bht_Ice_Cream,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Ice_Cream+,+Track+:++}""/>",,,,
Bht_Idle_Active_Listening,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Active_Listening+,+Track+:++}""/>",,,,
Bht_Idle_Active_Listening_Base,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Active_Listening_Base+,+Track+:++}""/>",,,,
Bht_Idle_Listening,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Listening+,+Track+:++}""/>",,,,
Bht_Idle_Shy,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Shy+,+Track+:++}""/>",,,,
Bht_Idle_Shy_Bow_Left,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Shy_Bow_Left+,+Track+:++}""/>",,,,
Bht_Idle_Shy_Bow_Left_Return,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Shy_Bow_Left_Return+,+Track+:++}""/>",,,,
Bht_Idle_Shy_Bow_Right,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Shy_Bow_Right+,+Track+:++}""/>",,,,
Bht_Idle_Shy_Bow_Right_Return,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Shy_Bow_Right_Return+,+Track+:++}""/>",,,,
Bht_Idle_Shy_Flat_Left,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Shy_Flat_Left+,+Track+:++}""/>",,,,
Bht_Idle_Shy_Flat_Left_Return,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Shy_Flat_Left_Return+,+Track+:++}""/>",,,,
Bht_Idle_Shy_Flat_Right,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Shy_Flat_Right+,+Track+:++}""/>",,,,
Bht_Idle_Shy_Flat_Right_Return,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Shy_Flat_Right_Return+,+Track+:++}""/>",,,,
Bht_Idle_Shy_Turn_Left,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Shy_Turn_Left+,+Track+:++}""/>",,,,
Bht_Idle_Shy_Turn_Left_Return,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Shy_Turn_Left_Return+,+Track+:++}""/>",,,,
Bht_Idle_Shy_Turn_Right,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Shy_Turn_Right+,+Track+:++}""/>",,,,
Bht_Idle_Shy_Turn_Right_Return,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Shy_Turn_Right_Return+,+Track+:++}""/>",,,,
Bht_Idle_Small_Arm_Test,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Small_Arm_Test+,+Track+:++}""/>",,,,
Bht_Idle_Soft,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Idle_Soft+,+Track+:++}""/>",,,,
Bht_Ikes_Daam_Tree,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Ikes_Daam_Tree+,+Track+:++}""/>",,,,
Bht_Ikes_Daam_Tree2,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Ikes_Daam_Tree2+,+Track+:++}""/>",,,,
Bht_Ikes_Daam_Tree3,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Ikes_Daam_Tree3+,+Track+:++}""/>",,,,
Bht_Left_Arm,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Left_Arm+,+Track+:++}""/>",,,,
Bht_Left_Eye_Close,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Left_Eye_Close+,+Track+:++}""/>",,,,
Bht_Left_Eye_Open,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Left_Eye_Open+,+Track+:++}""/>",,,,
Bht_Lightbar,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Lightbar+,+Track+:++}""/>",,,,
Bht_Lightbar_Exit,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Lightbar_Exit+,+Track+:++}""/>",,,,
Bht_Lion_Breath,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Lion_Breath+,+Track+:++}""/>",,,,
Bht_Lion_Face_Exit,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Lion_Face_Exit+,+Track+:++}""/>",,,,
Bht_Lion_Face_Intro,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Lion_Face_Intro+,+Track+:++}""/>",,,,
Bht_Loud_Pose_Exit,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Loud_Pose_Exit+,+Track+:++}""/>",,,,
Bht_Loud_Pose_Intro,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Loud_Pose_Intro+,+Track+:++}""/>",,,,
Bht_Meditation,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Meditation+,+Track+:++}""/>",,,,
Bht_Mindreader_Exit,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Mindreader_Exit+,+Track+:++}""/>",,,,
Bht_Mindreader_Intro,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Mindreader_Intro+,+Track+:++}""/>",,,,
Bht_Mouse_Face_Exit,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Mouse_Face_Exit+,+Track+:++}""/>",,,,
Bht_Mouse_Face_Intro,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Mouse_Face_Intro+,+Track+:++}""/>",,,,
Bht_Mouth_Breathe_In,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Mouth_Breathe_In+,+Track+:++}""/>",,,,
Bht_Mouth_Breathe_In_medium,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Mouth_Breathe_In_medium+,+Track+:++}""/>",,,,
Bht_Mouth_Breathe_Out_medium,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Mouth_Breathe_Out_medium+,+Track+:++}""/>",,,,
Bht_Moxie_Intro,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Moxie_Intro+,+Track+:++}""/>",,,,
Bht_Neutral_to_Afraid,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Afraid+,+Track+:++}""/>",,,,
Bht_Neutral_to_Afraid_to_Neutral,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Afraid_to_Neutral+,+Track+:++}""/>",,,,
Bht_Neutral_to_Angry,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Angry+,+Track+:++}""/>",,,,
Bht_Neutral_to_Angry_to_Neutral,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Angry_to_Neutral+,+Track+:++}""/>",,,,
Bht_Neutral_to_Anxious,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Anxious+,+Track+:++}""/>",,,,
Bht_Neutral_to_Anxious_to_Neutral,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Anxious_to_Neutral+,+Track+:++}""/>",,,,
Bht_Neutral_to_Embarrassed,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Embarrassed+,+Track+:++}""/>",,,,
Bht_Neutral_to_Embarrassed_to_Neutral,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Embarrassed_to_Neutral+,+Track+:++}""/>",,,,
Bht_Neutral_to_Excited,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Excited+,+Track+:++}""/>",,,,
Bht_Neutral_to_Excited_to_Neutral,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Excited_to_Neutral+,+Track+:++}""/>",,,,
Bht_Neutral_to_Happy,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Happy+,+Track+:++}""/>",,,,
Bht_Neutral_to_Happy_to_Neutral,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Happy_to_Neutral+,+Track+:++}""/>",,,,
Bht_Neutral_to_Sad,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Sad+,+Track+:++}""/>",,,,
Bht_Neutral_to_Sad_to_Neutral,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Sad_to_Neutral+,+Track+:++}""/>",,,,
Bht_Neutral_to_Shy,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Shy+,+Track+:++}""/>",,,,
Bht_Neutral_to_Shy_to_Neutral,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Shy_to_Neutral+,+Track+:++}""/>",,,,
Bht_Neutral_to_Silly,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Silly+,+Track+:++}""/>",,,,
Bht_Neutral_to_Silly_to_Neutral,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Silly_to_Neutral+,+Track+:++}""/>",,,,
Bht_Neutral_to_Stressed,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Stressed+,+Track+:++}""/>",,,,
Bht_Neutral_to_Surprised,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Surprised+,+Track+:++}""/>",,,,
Bht_Neutral_to_Surprised_to_Neutral,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Neutral_to_Surprised_to_Neutral+,+Track+:++}""/>",,,,
Bht_Nose_Breathe_In_medium,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Nose_Breathe_In_medium+,+Track+:++}""/>",,,,
Bht_Nose_Breathe_Out_medium,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Nose_Breathe_Out_medium+,+Track+:++}""/>",,,,
Bht_Nose_Point,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Nose_Point+,+Track+:++}""/>",,,,
Bht_Offer_Left_Stump_Exit,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Offer_Left_Stump_Exit+,+Track+:++}""/>",,,,
Bht_Offer_Left_Stump_Intro,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Offer_Left_Stump_Intro+,+Track+:++}""/>",,,,
Bht_Offer_Left_Stump_Pose,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Offer_Left_Stump_Pose+,+Track+:++}""/>",,,,
Bht_Offer_Right_Stump_Exit,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Offer_Right_Stump_Exit+,+Track+:++}""/>",,,,
Bht_Offer_Right_Stump_Intro,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Offer_Right_Stump_Intro+,+Track+:++}""/>",,,,
Bht_Offer_Right_Stump_Pose,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Offer_Right_Stump_Pose+,+Track+:++}""/>",,,,
Bht_Open_Eyes,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Open_Eyes+,+Track+:++}""/>",,,,
Bht_Photo_pose_Celebrate,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Photo_pose_Celebrate+,+Track+:++}""/>",,,,
Bht_Photo_pose_Cool,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Photo_pose_Cool+,+Track+:++}""/>",,,,
Bht_Photo_pose_Curious,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Photo_pose_Curious+,+Track+:++}""/>",,,,
Bht_Photo_pose_Cute,"<mark name=""cmd:behaviour-tree,data:{+transition+:0.3,+duration+:2.0,+repeat+:1,+layerBlendInTime+:0.4,+layerBlendOutTime+:0.4,+blocking+:false,+action+:0,+eventName+:+Gesture_None+,+category+:+None+,+behaviour+:+Bht_Photo_pose_Cute+,+Track+:++}""/>",,,,
